,rank,title,views_mn,href,group,subgroup,continent,data_completed,sport,country,time,artist
1,2,Lionel Messi,125,/wiki/Association_football,People,Athletes,,,Association football,,,
2,3,Michael Jordan,107,/wiki/Basketball,People,Athletes,,,Basketball,,,
3,4,LeBron James,94,/wiki/Basketball,People,Athletes,,,Basketball,,,
4,5,Kobe Bryant,92,/wiki/Basketball,People,Athletes,,,Basketball,,,
5,6,Muhammad Ali,83,/wiki/Professional_boxing,People,Athletes,,,Boxing,,,
6,7,Tom Brady,80,/wiki/American_football,People,Athletes,,,American football,,,
7,[a],John Cena,77,/wiki/Professional_wrestling,People,Athletes,,,Pro wrestling,,,
8,8,Roger Federer,66,/wiki/Tennis,People,Athletes,,,Tennis,,,
9,9,Mike Tyson,64,/wiki/Professional_boxing,People,Athletes,,,Boxing,,,
10,[a],The Undertaker,63,/wiki/Professional_wrestling,People,Athletes,,,Pro wrestling,,,
11,10,O. J. Simpson,60,/wiki/American_football,People,Athletes,,,American football,,,
12,11,Shaquille O'Neal,58,/wiki/Basketball,People,Athletes,,,Basketball,,,
13,12,Conor McGregor,54,/wiki/Mixed_martial_arts,People,Athletes,,,Mixed martial arts,,,
14,12,Rafael Nadal,54,/wiki/Tennis,People,Athletes,,,Tennis,,,
15,14,Serena Williams,51,/wiki/Tennis,People,Athletes,,,Tennis,,,
16,14,David Beckham,51,/wiki/Association_football,People,Athletes,,,Association football,,,
17,16,Neymar,50,/wiki/Association_football,People,Athletes,,,Association football,,,
18,17,Brock Lesnar,49,/wiki/Mixed_martial_arts,People,Athletes,,,Pro wrestling and MMA,,,
19,17,Zlatan Ibrahimovic,49,/wiki/Association_football,People,Athletes,,,Association football,,,
20,19,Novak Djokovic,48,/wiki/Tennis,People,Athletes,,,Tennis,,,
21,20,Stephen Curry,47,/wiki/Basketball,People,Athletes,,,Basketball,,,
22,20,Tiger Woods,47,/wiki/Golf,People,Athletes,,,Golf,,,
23,22,Manny Pacquiao,42,/wiki/Professional_boxing,People,Athletes,,,Boxing,,,
24,22,Michael Phelps,42,/wiki/Swimming_(sport),People,Athletes,,,Swimming,,,
25,22,Virat Kohli,42,/wiki/Cricket,People,Athletes,,,Cricket,,,
26,[a],Triple H,41,/wiki/Professional_wrestling,People,Athletes,,,Pro wrestling,,,
27,25,Caitlyn Jenner,41,/wiki/Decathlon,People,Athletes,,,Decathlon,,,
28,26,Usain Bolt,40,/wiki/100_metres,People,Athletes,,,Sprint,,,
29,26,Peyton Manning,40,/wiki/American_football,People,Athletes,,,American football,,,
30,26,Sachin Tendulkar,40,/wiki/Cricket,People,Athletes,,,Cricket,,,
31,29,Ronda Rousey,38,/wiki/Professional_wrestling,People,Athletes,,,"Judo, MMA and pro wrestling",,,
32,30,Michael Oher,37,/wiki/American_football,People,Athletes,,,American football,,,
33,30,Wayne Rooney,37,/wiki/Association_football,People,Athletes,,,Association football,,,
34,30,Ronaldinho,37,/wiki/Association_football,People,Athletes,,,Association football,,,
35,30,Ronaldo,37,/wiki/Association_football,People,Athletes,,,Association football,,,
0,1,Donald Trump,243,/wiki/Donald_Trump,People,Political leaders,,,,United States,,
1,2,Elizabeth II,198,/wiki/Elizabeth_II,People,Political leaders,,,,United Kingdom,,
2,3,Barack Obama,163,/wiki/Barack_Obama,People,Political leaders,,,,United States,,
3,4,Adolf Hitler,129,/wiki/Adolf_Hitler,People,Political leaders,,,,Nazi Germany,,
4,5,Abraham Lincoln,95,/wiki/Abraham_Lincoln,People,Political leaders,,,,United States,,
5,6,Charles III[23],94,/wiki/Charles_III,People,Political leaders,,,,United Kingdom,,
6,7,Joe Biden,91,/wiki/Joe_Biden,People,Political leaders,,,,United States,,
7,8,"Prince Philip, Duke of Edinburgh",90,"/wiki/Prince_Philip,_Duke_of_Edinburgh",People,Political leaders,,,,United Kingdom,,
8,9,Queen Victoria,88,/wiki/Queen_Victoria,People,Political leaders,,,,United Kingdom,,
9,10,John F. Kennedy,87,/wiki/John_F._Kennedy,People,Political leaders,,,,United States,,
10,11,"Diana, Princess of Wales",86,"/wiki/Diana,_Princess_of_Wales",People,Political leaders,,,,United Kingdom,,
11,12,"Meghan, Duchess of Sussex",83,"/wiki/Meghan,_Duchess_of_Sussex",People,Political leaders,,,,United Kingdom,,
12,13,Winston Churchill,78,/wiki/Winston_Churchill,People,Political leaders,,,,United Kingdom,,
13,14,Vladimir Putin,77,/wiki/Vladimir_Putin,People,Political leaders,,,,Russia,,
14,14,"Princess Margaret, Countess of Snowdon",77,"/wiki/Princess_Margaret,_Countess_of_Snowdon",People,Political leaders,,,,United Kingdom,,
15,16,George VI,74,/wiki/George_VI,People,Political leaders,,,,United Kingdom,,
16,17,Ronald Reagan,72,/wiki/Ronald_Reagan,People,Political leaders,,,,United States,,
17,18,Kamala Harris,71,/wiki/Kamala_Harris,People,Political leaders,,,,United States,,
18,18,Mahatma Gandhi,71,/wiki/Mahatma_Gandhi,People,Political leaders,,,,India,,
19,18,George W. Bush,71,/wiki/George_W._Bush,People,Political leaders,,,,United States,,
20,21,Henry VIII of England,67,/wiki/Henry_VIII_of_England,People,Political leaders,,,,United Kingdom,,
21,21,Nelson Mandela,67,/wiki/Nelson_Mandela,People,Political leaders,,,,South Africa,,
22,23,Franklin D. Roosevelt,64,/wiki/Franklin_D._Roosevelt,People,Political leaders,,,,United States,,
23,23,George Washington,64,/wiki/George_Washington,People,Political leaders,,,,United States,,
24,25,Bill Clinton,63,/wiki/Bill_Clinton,People,Political leaders,,,,United States,,
25,26,Joseph Stalin,60,/wiki/Joseph_Stalin,People,Political leaders,,,,Soviet Union,,
26,27,Elizabeth I,58,/wiki/Elizabeth_I,People,Political leaders,,,,United Kingdom,,
27,28,George H. W. Bush,57,/wiki/George_H._W._Bush,People,Political leaders,,,,United States,,
28,29,Alexander Hamilton,56,/wiki/Alexander_Hamilton,People,Political leaders,,,,United States,,
29,29,Edward VIII,56,/wiki/Edward_VIII,People,Political leaders,,,,United Kingdom,,
30,29,Margaret Thatcher,56,/wiki/Margaret_Thatcher,People,Political leaders,,,,United Kingdom,,
0,1,Jesus,59,/wiki/Jesus,People,Pre-modern people,,,,,4 BC − 30/33 AD,
1,2,Alexander the Great,55,/wiki/Alexander_the_Great,People,Pre-modern people,,,,,356 – 323 BC,
2,3,Muhammad,51,/wiki/Muhammad,People,Pre-modern people,,,,,570 – 623 AD,
3,4,Julius Caesar,49,/wiki/Julius_Caesar,People,Pre-modern people,,,,,100 – 44 BC,
4,5,Genghis Khan,44,/wiki/Genghis_Khan,People,Pre-modern people,,,,,1162 – 1227 AD,
5,6,Gautama Buddha,37,/wiki/Gautama_Buddha,People,Pre-modern people,,,,,6th – 4th centuries BC,
6,7,Aristotle,34,/wiki/Aristotle,People,Pre-modern people,,,,,384 – 322 BC,
7,8,Plato,30,/wiki/Plato,People,Pre-modern people,,,,,428/427 or 424/423 – 348/347 BC,
8,8,King Arthur [a],30,/wiki/King_Arthur,People,Pre-modern people,,,,,5th – 6th centuries AD,
9,10,Joan of Arc,29,/wiki/Joan_of_Arc,People,Pre-modern people,,,,,1412 – 1431 AD,
10,11,Socrates,28,/wiki/Socrates,People,Pre-modern people,,,,,470/469 – 399 BC,
11,12,Spartacus,27,/wiki/Spartacus,People,Pre-modern people,,,,,111 – 71 BC,
12,13,Charlemagne,26,/wiki/Charlemagne,People,Pre-modern people,,,,,742/748 – 814 AD,
13,13,Tutankhamun,26,/wiki/Tutankhamun,People,Pre-modern people,,,,,c. 1341 – c. 1323 BC,
14,13,Ragnar Lodbrok [a],26,/wiki/Ragnar_Lodbrok,People,Pre-modern people,,,,,9th century AD,
15,13,Augustus,26,/wiki/Augustus,People,Pre-modern people,,,,,63 BC – AD 14,
16,17,William Wallace,24,/wiki/William_Wallace,People,Pre-modern people,,,,,1270 – 1305 AD,
17,17,Moses [b],24,/wiki/Moses,People,Pre-modern people,,,,,14th – 13th centuries BC,
18,19,Nero,23,/wiki/Nero,People,Pre-modern people,,,,,37 AD – 68 AD,
19,19,Marco Polo,23,/wiki/Marco_Polo,People,Pre-modern people,,,,,1254 – 1324 AD,
20,21,Alfred the Great,22,/wiki/Alfred_the_Great,People,Pre-modern people,,,,,c. 848-899 AD,
21,21,Caligula,22,/wiki/Caligula,People,Pre-modern people,,,,,12 AD – 41 AD,
22,23,Robin Hood [a],21,/wiki/Robin_Hood,People,Pre-modern people,,,,,12th – 14th centuries AD,
23,24,Cleopatra[c],20,/wiki/Cleopatra,People,Pre-modern people,,,,,69 – 30 BC,
24,25,Henry V of England,19,/wiki/Henry_V_of_England,People,Pre-modern people,,,,,1386 – 1422 AD,
25,25,Hannibal,19,/wiki/Hannibal,People,Pre-modern people,,,,,247 – 183/181 BC,
26,25,Abraham [b],19,/wiki/Abraham,People,Pre-modern people,,,,,19th – 17th centuries BC,
27,28,David,18,/wiki/David,People,Pre-modern people,,,,,1010 - 970 BC,
28,28,Confucius,18,/wiki/Confucius,People,Pre-modern people,,,,,551 – 479 BC,
29,28,Marcus Aurelius,18,/wiki/Marcus_Aurelius,People,Pre-modern people,,,,,121 - 180 AD,
30,28,William the Conqueror,18,/wiki/William_the_Conqueror,People,Pre-modern people,,,,,11th century AD,
31,28,Ashoka,18,/wiki/Ashoka,People,Pre-modern people,,,,,304 – 222 BC,
0,1,Billie Eilish,52,/wiki/Billie_Eilish,People,3rd-millennium people,,,,,,
1,2,Millie Bobby Brown ,38,/wiki/Millie_Bobby_Brown,People,3rd-millennium people,,,,,,
2,3,Willow Smith,24,/wiki/Willow_Smith,People,3rd-millennium people,,,,,,
3,4,Erling Haaland,18,/wiki/Erling_Haaland,People,3rd-millennium people,,,,,,
4,5,Maddie Ziegler,17,/wiki/Maddie_Ziegler,People,3rd-millennium people,,,,,,
5,5,Greta Thunberg,17,/wiki/Greta_Thunberg,People,3rd-millennium people,,,,,,
6,5,Jojo Siwa,17,/wiki/Jojo_Siwa,People,3rd-millennium people,,,,,,
7,8,Jenna Ortega,16,/wiki/Jenna_Ortega,People,3rd-millennium people,,,,,,
8,9,Prince George of Cambridge,15,/wiki/Prince_George_of_Cambridge,People,3rd-millennium people,,,,,,
9,10,Lil Pump,14,/wiki/Lil_Pump,People,3rd-millennium people,,,,,,
10,10,Bhad Bhabie,14,/wiki/Bhad_Bhabie,People,3rd-millennium people,,,,,,
11,10,Noah Cyrus,14,/wiki/Noah_Cyrus,People,3rd-millennium people,,,,,,
12,13,Finn Wolfhard,13,/wiki/Finn_Wolfhard,People,3rd-millennium people,,,,,,
13,13,Olivia Rodrigo,13,/wiki/Olivia_Rodrigo,People,3rd-millennium people,,,,,,
14,13,Gaten Matarazzo,13,/wiki/Gaten_Matarazzo,People,3rd-millennium people,,,,,,
15,16,Charli D'Amelio,11,/wiki/Charli_D%27Amelio,People,3rd-millennium people,,,,,,
16,[a],Barron Trump,11,/wiki/Barron_Trump,People,3rd-millennium people,,,,,,
17,17,Isabela Merced,10,/wiki/Isabela_Merced,People,3rd-millennium people,,,,,,
18,17,Princess Charlotte of Cambridge,10,/wiki/Princess_Charlotte_of_Cambridge,People,3rd-millennium people,,,,,,
19,19,Lady Louise Windsor,10,/wiki/Lady_Louise_Windsor,People,3rd-millennium people,,,,,,
20,20,LaMelo Ball,10,/wiki/LaMelo_Ball,People,3rd-millennium people,,,,,,
21,20,Zion Williamson,10,/wiki/Zion_Williamson,People,3rd-millennium people,,,,,,
22,22,Jacob Tremblay,9.5,/wiki/Jacob_Tremblay,People,3rd-millennium people,,,,,,
23,23,Emma Raducanu,9.3,/wiki/Emma_Raducanu,People,3rd-millennium people,,,,,,
24,24,Jadon Sancho,9.1,/wiki/Jadon_Sancho,People,3rd-millennium people,,,,,,
25,25,Mackenzie Foy,8.7,/wiki/Mackenzie_Foy,People,3rd-millennium people,,,,,,
26,26,Mckenna Grace,8.6,/wiki/Mckenna_Grace,People,3rd-millennium people,,,,,,
27,27,Jackie Evancho,8.3,/wiki/Jackie_Evancho,People,3rd-millennium people,,,,,,
28,28,"James, Viscount Severn",8.1,"/wiki/James,_Viscount_Severn",People,3rd-millennium people,,,,,,
29,29,Yara Shahidi,8.0,/wiki/Yara_Shahidi,People,3rd-millennium people,,,,,,
0,1,Manchester United F.C.,81,/wiki/Manchester_United_F.C.,Entertainment,Sport teams,,,,,,
1,2,FC Barcelona,61,/wiki/FC_Barcelona,Entertainment,Sport teams,,,,,,
2,3,Chelsea F.C.,59,/wiki/Chelsea_F.C.,Entertainment,Sport teams,,,,,,
3,4,Real Madrid C.F.,57,/wiki/Real_Madrid_C.F.,Entertainment,Sport teams,,,,,,
4,5,Arsenal F.C.,55,/wiki/Arsenal_F.C.,Entertainment,Sport teams,,,,,,
5,6,Liverpool F.C.,54,/wiki/Liverpool_F.C.,Entertainment,Sport teams,,,,,,
6,7,Manchester City F.C.,42,/wiki/Manchester_City_F.C.,Entertainment,Sport teams,,,,,,
7,8,Tottenham Hotspur F.C.,35,/wiki/Tottenham_Hotspur_F.C.,Entertainment,Sport teams,,,,,,
8,8,Brazil national football team,35,/wiki/Brazil_national_football_team,Entertainment,Sport teams,,,,,,
9,10,England national football team,34,/wiki/England_national_football_team,Entertainment,Sport teams,,,,,,
10,11,Juventus F.C.,33,/wiki/Juventus_F.C.,Entertainment,Sport teams,,,,,,
11,12,A.C. Milan,32,/wiki/A.C._Milan,Entertainment,Sport teams,,,,,,
12,13,FC Bayern Munich,30,/wiki/FC_Bayern_Munich,Entertainment,Sport teams,,,,,,
13,14,Paris Saint-Germain F.C.,29,/wiki/Paris_Saint-Germain_F.C.,Entertainment,Sport teams,,,,,,
14,14,Germany national football team,29,/wiki/Germany_national_football_team,Entertainment,Sport teams,,,,,,
15,14,Argentina national football team,29,/wiki/Argentina_national_football_team,Entertainment,Sport teams,,,,,,
16,17,New England Patriots,28,/wiki/New_England_Patriots,Entertainment,Sport teams,,,,,,
17,18,Los Angeles Lakers,27,/wiki/Los_Angeles_Lakers,Entertainment,Sport teams,,,,,,
18,19,France national football team,26,/wiki/France_national_football_team,Entertainment,Sport teams,,,,,,
19,20,Spain national football team,25,/wiki/Spain_national_football_team,Entertainment,Sport teams,,,,,,
20,21,Golden State Warriors,24,/wiki/Golden_State_Warriors,Entertainment,Sport teams,,,,,,
21,22,Borussia Dortmund,23,/wiki/Borussia_Dortmund,Entertainment,Sport teams,,,,,,
22,23,Italy national football team,21,/wiki/Italy_national_football_team,Entertainment,Sport teams,,,,,,
23,24,Leicester F.C.,20,/wiki/Leicester_F.C.,Entertainment,Sport teams,,,,,,
24,24,Newcastle United F.C.,20,/wiki/Newcastle_United_F.C.,Entertainment,Sport teams,,,,,,
25,24,West Ham United F.C.,20,/wiki/West_Ham_United_F.C.,Entertainment,Sport teams,,,,,,
26,24,Inter Milan,20,/wiki/Inter_Milan,Entertainment,Sport teams,,,,,,
27,24,Rangers F.C.,20,/wiki/Rangers_F.C.,Entertainment,Sport teams,,,,,,
28,29,New York Yankees,19,/wiki/New_York_Yankees,Entertainment,Sport teams,,,,,,
29,29,Green Bay Packers,19,/wiki/Green_Bay_Packers,Entertainment,Sport teams,,,,,,
30,29,Aston Villa F.C.,19,/wiki/Aston_Villa_F.C.,Entertainment,Sport teams,,,,,,
0,1,Game of Thrones[43],122,/wiki/Game_of_Thrones,Entertainment,Films and TV series,,,,,,
1,2,The Big Bang Theory[44],103,/wiki/The_Big_Bang_Theory,Entertainment,Films and TV series,,,,,,
2,3,Star Wars,94,/wiki/Star_Wars,Entertainment,Films and TV series,,,,,,
3,4,The Walking Dead,90,/wiki/The_Walking_Dead_(TV_series),Entertainment,Films and TV series,,,,,,
4,5,How I Met Your Mother,85,/wiki/How_I_Met_Your_Mother,Entertainment,Films and TV series,,,,,,
5,6,Breaking Bad,84,/wiki/Breaking_Bad,Entertainment,Films and TV series,,,,,,
6,7,Grey's Anatomy,74,/wiki/Grey%27s_Anatomy,Entertainment,Films and TV series,,,,,,
7,8,Glee,72,/wiki/Glee_(TV_series),Entertainment,Films and TV series,,,,,,
8,9,Doctor Who,71,/wiki/Doctor_Who,Entertainment,Films and TV series,,,,,,
9,10,Harry Potter,62,/wiki/Harry_Potter_(film_series),Entertainment,Films and TV series,,,,,,
10,10,Friends,62,/wiki/Friends,Entertainment,Films and TV series,,,,,,
11,12,Avatar,61,/wiki/Avatar_(2009_film),Entertainment,Films and TV series,,,,,,
12,13,The Avengers,60,/wiki/The_Avengers_(2012_film),Entertainment,Films and TV series,,,,,,
13,14,Naruto,59,/wiki/Naruto,Entertainment,Films and TV series,,,,,,
14,14,Avengers: Endgame,59,/wiki/Avengers:_Endgame,Entertainment,Films and TV series,,,,,,
15,16,Lost,56,/wiki/Lost_(TV_series),Entertainment,Films and TV series,,,,,,
16,17,Family Guy,55,/wiki/Family_Guy,Entertainment,Films and TV series,,,,,,
17,18,Dexter,54,/wiki/Dexter_(TV_series),Entertainment,Films and TV series,,,,,,
18,19,Titanic ,53,/wiki/Titanic_(1997_film),Entertainment,Films and TV series,,,,,,
19,19,House,53,/wiki/House_(TV_series),Entertainment,Films and TV series,,,,,,
20,21,Avengers: Infinity War,52,/wiki/Avengers:_Infinity_War,Entertainment,Films and TV series,,,,,,
21,21,Stranger Things,52,/wiki/Stranger_Things,Entertainment,Films and TV series,,,,,,
22,21,The Vampire Diaries,52,/wiki/The_Vampire_Diaries,Entertainment,Films and TV series,,,,,,
23,24,American Horror Story,51,/wiki/American_Horror_Story,Entertainment,Films and TV series,,,,,,
24,24,X-Men: Evolution,51,/wiki/X-Men:_Evolution,Entertainment,Films and TV series,,,,,,
25,26,The Simpsons,50,/wiki/The_Simpsons,Entertainment,Films and TV series,,,,,,
26,26,The Dark Knight Rises,50,/wiki/The_Dark_Knight_Rises,Entertainment,Films and TV series,,,,,,
27,28,Sherlock,49,/wiki/Sherlock_(TV_series),Entertainment,Films and TV series,,,,,,
28,28,Sons of Anarchy,49,/wiki/Sons_of_Anarchy,Entertainment,Films and TV series,,,,,,
29,28,Modern Family,49,/wiki/Modern_Family,Entertainment,Films and TV series,,,,,,
30,28,NCIS,49,/wiki/NCIS_(TV_series),Entertainment,Films and TV series,,,,,,
0,1,The Beatles,116,/wiki/The_Beatles,Entertainment,Music bands,,,,,,
1,2,One Direction,63,/wiki/One_Direction,Entertainment,Music bands,,,,,,
2,2,BTS,63,/wiki/BTS,Entertainment,Music bands,,,,,,
3,4,Queen,56,/wiki/Queen_(band),Entertainment,Music bands,,,,,,
4,5,Pink Floyd,51,/wiki/Pink_Floyd,Entertainment,Music bands,,,,,,
5,6,Metallica,50,/wiki/Metallica,Entertainment,Music bands,,,,,,
6,7,Linkin Park,47,/wiki/Linkin_Park,Entertainment,Music bands,,,,,,
7,8,Exo,45,/wiki/Exo,Entertainment,Music bands,,,,,,
8,8,Led Zeppelin,45,/wiki/Led_Zeppelin,Entertainment,Music bands,,,,,,
9,10,Red Hot Chili Peppers,44,/wiki/Red_Hot_Chili_Peppers,Entertainment,Music bands,,,,,,
10,11,AC/DC,42,/wiki/AC/DC,Entertainment,Music bands,,,,,,
11,12,The Rolling Stones,39,/wiki/The_Rolling_Stones,Entertainment,Music bands,,,,,,
12,13,Coldplay,37,/wiki/Coldplay,Entertainment,Music bands,,,,,,
13,14,Fleetwood Mac,35,/wiki/Fleetwood_Mac,Entertainment,Music bands,,,,,,
14,14,Daft Punk,35,/wiki/Daft_Punk,Entertainment,Music bands,,,,,,
15,14,Slipknot,35,/wiki/Slipknot_(band),Entertainment,Music bands,,,,,,
16,17,Nirvana,34,/wiki/Nirvana_(band),Entertainment,Music bands,,,,,,
17,18,ABBA,33,/wiki/ABBA,Entertainment,Music bands,,,,,,
18,18,Spice Girls,33,/wiki/Spice_Girls,Entertainment,Music bands,,,,,,
19,18,Jonas Brothers,33,/wiki/Jonas_Brothers,Entertainment,Music bands,,,,,,
20,18,Green Day,33,/wiki/Green_Day,Entertainment,Music bands,,,,,,
21,18,Guns N' Roses,33,/wiki/Guns_N%27_Roses,Entertainment,Music bands,,,,,,
22,23,Bee Gees,32,/wiki/Bee_Gees,Entertainment,Music bands,,,,,,
23,24,Foo Fighters,31,/wiki/Foo_Fighters,Entertainment,Music bands,,,,,,
24,24,Iron Maiden,31,/wiki/Iron_Maiden,Entertainment,Music bands,,,,,,
25,24,Gorillaz,31,/wiki/Gorillaz,Entertainment,Music bands,,,,,,
26,24,Backstreet Boys,31,/wiki/Backstreet_Boys,Entertainment,Music bands,,,,,,
27,28,Kiss,30,/wiki/Kiss_(band),Entertainment,Music bands,,,,,,
28,29,Girls' Generation,29,/wiki/Girls%27_Generation,Entertainment,Music bands,,,,,,
29,29,N.W.A,29,/wiki/N.W.A,Entertainment,Music bands,,,,,,
0,1,Sgt. Pepper's Lonely Hearts Club Band[45],18,/wiki/Beatles,Entertainment,Albums,,,,,,Beatles
1,2,The Dark Side of the Moon,17,/wiki/Pink_Floyd,Entertainment,Albums,,,,,,Pink Floyd
2,3,Thriller[46],16,/wiki/Michael_Jackson,Entertainment,Albums,,,,,,Michael Jackson
3,4,Recovery[47],15,/wiki/Eminem,Entertainment,Albums,,,,,,Eminem
4,4,My Beautiful Dark Twisted Fantasy,15,/wiki/Kanye_West,Entertainment,Albums,,,,,,Kanye West
5,4,Abbey Road,15,/wiki/Beatles,Entertainment,Albums,,,,,,Beatles
6,4,The Beatles,15,/wiki/Beatles,Entertainment,Albums,,,,,,Beatles
7,8,XXXX (album),14,/wiki/You_Say_Party,Entertainment,Albums,,,,,,You Say Party
8,8,The Wall,14,/wiki/Pink_Floyd,Entertainment,Albums,,,,,,Pink Floyd
9,10,21,13,/wiki/Adele,Entertainment,Albums,,,,,,Adele
10,11,Nevermind,12,/wiki/Nirvana,Entertainment,Albums,,,,,,Nirvana
11,11,Let It Be (Beatles album),12,/wiki/Beatles,Entertainment,Albums,,,,,,Beatles
12,13,The Marshall Mathers LP,11,/wiki/Eminem,Entertainment,Albums,,,,,,Eminem
13,13,Watch the Throne,11,/wiki/Kanye_West,Entertainment,Albums,,,,,,Jay-Z & Kanye West
14,15,Led Zeppelin IV,10,/wiki/Led_Zeppelin,Entertainment,Albums,,,,,,Led Zeppelin
15,16,808s & Heartbreak,9.5,/wiki/Kanye_West,Entertainment,Albums,,,,,,Kanye West
16,17,1989,9.4,/wiki/Taylor_Swift,Entertainment,Albums,,,,,,Taylor Swift
17,18,Rubber Soul,9.3,/wiki/Beatles,Entertainment,Albums,,,,,,Beatles
18,19,Red,9.2,/wiki/Taylor_Swift,Entertainment,Albums,,,,,,Taylor Swift
19,20,Fearless,9.0,/wiki/Taylor_Swift,Entertainment,Albums,,,,,,Taylor Swift
20,20,Metallica,9.0,/wiki/Metallica,Entertainment,Albums,,,,,,Metallica
21,22,The Slim Shady LP,8.8,/wiki/Eminem,Entertainment,Albums,,,,,,Eminem
22,22,Graduation,8.8,/wiki/Kanye_West,Entertainment,Albums,,,,,,Kanye West
23,24,The Eminem Show,8.7,/wiki/Eminem,Entertainment,Albums,,,,,,Eminem
24,25,Wish You Were Here,8.5,/wiki/Pink_Floyd,Entertainment,Albums,,,,,,Pink Floyd
25,25,Teenage Dream,8.5,/wiki/Katy_Perry,Entertainment,Albums,,,,,,Katy Perry
26,25,"Good Kid, M.A.A.D City",8.5,/wiki/Kendrick_Lamar,Entertainment,Albums,,,,,,Kendrick Lamar
27,28,Bad,8.4,/wiki/Michael_Jackson,Entertainment,Albums,,,,,,Michael Jackson
28,28,Yeezus,8.4,/wiki/Kanye_West,Entertainment,Albums,,,,,,Kanye West
29,30,25 (Adele album),8.3,/wiki/Adele,Entertainment,Albums,,,,,,Adele
30,30,Hybrid Theory,8.3,/wiki/Linkin_Park,Entertainment,Albums,,,,,,Linkin Park
0,1,Gangnam Style,22,/wiki/PSY,Entertainment,Singles,,,,,,PSY
1,2,Bohemian Rhapsody,18,/wiki/Queen_(band),Entertainment,Singles,,,,,,Queen
2,3, Hallelujah,14,/wiki/Leonard_Cohen,Entertainment,Singles,,,,,,Leonard Cohen
3,4,We Are the World,13,/wiki/USA_for_Africa,Entertainment,Singles,,,,,,USA for Africa
4,5,Amazing Grace,10,/wiki/Amazing_Grace,Entertainment,Singles,,,,,,various artists
5,6,Supercalifragilisticexpialidocious,9.6,/wiki/Dick_Van_Dyke,Entertainment,Singles,,,,,,Julie Andrews & Dick Van Dyke
6,6,Stairway to Heaven,9.6,/wiki/Led_Zeppelin,Entertainment,Singles,,,,,,Led Zeppelin
7,8,Hotel California,9.3,/wiki/Eagles,Entertainment,Singles,,,,,,Eagles
8,10,American Pie,9.2,/wiki/Don_McLean,Entertainment,Singles,,,,,,Don McLean
9,9,Despacito,9.1,/wiki/Luis_Fonsi,Entertainment,Singles,,,,,,Luis Fonsi
10,11,Hey Jude,8.4,/wiki/Beatles,Entertainment,Singles,,,,,,Beatles
11,12,The Sound of Silence,7.8,/wiki/Simon_%26_Garfunkel,Entertainment,Singles,,,,,,Simon & Garfunkel
12,13,Stan,7.5,/wiki/Eminem,Entertainment,Singles,,,,,,Eminem
13,14,We Didn't Start the Fire,7.3,/wiki/Billy_Joel,Entertainment,Singles,,,,,,Billy Joel
14,15,Billie Jean,7.1,/wiki/Michael_Jackson,Entertainment,Singles,,,,,,Michael Jackson
15,15,I Will Always Love You,7.1,/wiki/Whitney_Houston,Entertainment,Singles,,,,,,Whitney Houston
16,17,Blurred Lines,6.7,/wiki/Robin_Thicke,Entertainment,Singles,,,,,,Robin Thicke
17,17,Hurt,6.7,/wiki/Nine_Inch_Nails,Entertainment,Singles,,,,,,Nine Inch Nails
18,17,Hello,6.7,/wiki/Adele,Entertainment,Singles,,,,,,Adele
19,20,Never Gonna Give You Up,6.5,/wiki/Rick_Astley,Entertainment,Singles,,,,,,Rick Astley
20,21,In the Air Tonight,6.2,/wiki/Phil_Collins,Entertainment,Singles,,,,,,Phil Collins
21,22,The House of the Rising Sun,5.9,/wiki/The_Animals,Entertainment,Singles,,,,,,The Animals
22,23,Beat It,5.8,/wiki/Michael_Jackson,Entertainment,Singles,,,,,,Michael Jackson
23,23,Baby,5.8,/wiki/Justin_Bieber,Entertainment,Singles,,,,,,Justin Bieber
24,25,All I Want for Christmas Is You,5.7,/wiki/Mariah_Carey,Entertainment,Singles,,,,,,Mariah Carey
25,26,Killing Me Softly with His Song,5.6,/wiki/Roberta_Flack,Entertainment,Singles,,,,,,Roberta Flack
26,27,Blinded by the Light,5.5,/wiki/Manfred_Mann%27s_Earth_Band,Entertainment,Singles,,,,,,Manfred Mann's Earth Band
27,27,Old Town Road,5.5,/wiki/Lil_Nas_X,Entertainment,Singles,,,,,,Lil Nas X
28,27,Layla,5.5,/wiki/Eric_Clapton,Entertainment,Singles,,,,,,Eric Clapton
29,30,Africa,5.4,/wiki/Toto_(band),Entertainment,Singles,,,,,,Toto
0,1,Minecraft,46,/wiki/Minecraft,Entertainment,Video games,,,,,,
1,2,Grand Theft Auto V,34,/wiki/Grand_Theft_Auto_V,Entertainment,Video games,,,,,,
2,3,Grand Theft Auto IV,25,/wiki/Grand_Theft_Auto_IV,Entertainment,Video games,,,,,,
3,4,Sword Art Online,21,/wiki/Sword_Art_Online,Entertainment,Video games,,,,,,
4,5,Roblox,19,/wiki/Roblox,Entertainment,Video games,,,,,,
5,5,Code Geass,19,/wiki/Code_Geass,Entertainment,Video games,,,,,,
6,7,League of Legends,17,/wiki/League_of_Legends,Entertainment,Video games,,,,,,
7,8,Cyberpunk 2077,15,/wiki/Cyberpunk_2077,Entertainment,Video games,,,,,,
8,8,Red Dead Redemption 2,15,/wiki/Red_Dead_Redemption_2,Entertainment,Video games,,,,,,
9,10,The Last of Us,14,/wiki/The_Last_of_Us,Entertainment,Video games,,,,,,
